SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,AVAILABLE_FLAG,MIN_SEC
2024-25,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,17.0,1.0,0.0,0.667,0.0,0.0,0.222,0.333,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,3,5,0.6,1,837,837,837,1050,1,1280,365,400,917,268,193,720,281,939,1,821,266,1220,1,700,931,306,1,17:01
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,32.4,0.455,0.545,0.286,0.0,0.429,0.214,0.285,0.0,0.286,0.0,1.0,0.5,0.5,0.25,0.75,4,11,0.364,1,1,1,1,496,992,517,999,400,479,288,281,720,872,939,1,716,137,1128,189,565,445,999,1,32:24
2024-25,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,15.9,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1,5,0.2,1,1,1,1,1084,1,1280,791,400,917,605,55,720,649,939,1,821,266,1220,1,1088,931,1272,1,15:53
2024-25,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,27.6,0.5,0.5,0.4,0.267,0.4,0.0,0.2,0.0,0.133,0.667,0.333,1.0,0.0,0.8,0.2,5,10,0.5,1,1,1,1,677,837,552,791,99,558,605,429,720,1085,423,677,1,266,525,781,444,514,495,1,27:37
2024-25,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,9.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,1,1,1,1,1326,1357,1,1170,400,1,605,822,720,1125,939,834,1,266,1,885,1088,1256,495,1,9:05
2024-25,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,39.6,0.8,0.2,0.579,0.211,0.237,0.053,0.184,0.053,0.368,0.0,1.0,0.333,0.667,0.071,0.929,14,30,0.467,1,837,837,837,178,332,1164,531,151,763,593,487,717,766,939,1,793,106,1218,124,10,3,721,1,39:34
2024-25,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,35.0,0.867,0.133,0.632,0.0,0.158,0.105,0.21,0.105,0.632,0.5,0.5,1.0,0.0,0.571,0.429,7,15,0.467,1,1,1,1,363,281,1240,470,400,847,498,419,628,357,540,458,1,266,796,528,251,241,721,1,34:59
2024-25,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,38.9,0.462,0.538,0.571,0.286,0.429,0.357,0.0,0.0,0.286,0.0,1.0,0.5,0.5,0.167,0.833,6,13,0.462,1,1,1,1,205,985,532,533,75,479,139,822,720,872,939,1,716,137,1185,145,332,337,730,1,38:55
2024-25,1627936,Alex Caruso,Alex,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,28.5,0.5,0.5,0.364,0.0,0.273,0.0,0.363,0.0,0.364,0.5,0.5,1.0,0.0,0.667,0.333,3,8,0.375,1,837,837,837,650,837,552,915,400,709,605,171,720,768,540,458,1,266,639,613,700,673,963,1,28:28
2024-25,1630198,Isaiah Joe,Isaiah,1610612760,OKC,Oklahoma City Thunder,0042400401,2025-06-05T00:00:00,OKC vs. IND,L,11.1,0.667,0.333,0.4,0.4,0.6,0.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.5,0.5,2,3,0.667,1,837,837,837,1268,558,902,791,33,276,605,822,130,1125,939,1,1,266,830,363,884,1154,190,1,11:08
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0042400401,2025-06-05T00:00:00,IND @ OKC,W,31.2,0.222,0.778,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,9,0.333,1,1,1,1,539,1286,231,1170,400,131,605,700,720,1125,939,834,1,266,1,885,700,577,1033,1,31:10
2024-25,1641716,Jarace Walker,Jarace,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,7.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,1,1,1,1,1388,1,1280,1,400,917,1,822,1,1,1,834,821,266,1,885,1088,1380,1,1,7:04
2024-25,1642278,Tyler Kolek,Tyler,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,837,837,837,1609,1357,1280,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1523,1342,1,1:52
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,19.6,0.5,0.5,0.4,0.0,0.6,0.5,0.0,0.2,0.4,1.0,0.0,1.0,0.0,1.0,0.0,4,8,0.5,1,1,1,1,952,837,552,791,400,276,60,822,393,649,1,834,1,266,1,885,565,673,495,1,19:34
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,37.4,0.583,0.417,0.571,0.286,0.429,0.214,0.0,0.5,0.286,0.25,0.75,1.0,0.0,0.5,0.5,6,12,0.5,1,1,1,1,258,752,767,533,75,479,288,822,75,872,838,294,1,266,830,363,332,408,495,1,37:27
2024-25,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,20.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,1,1,1,930,1357,1,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1380,1342,1,20:18
2024-25,1630173,Precious Achiuwa,Precious,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,837,837,837,1609,1357,1280,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1523,1342,1,1:52
2024-25,1628969,Mikal Bridges,Mikal,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,32.5,0.778,0.222,0.667,0.133,0.2,0.133,0.133,0.133,0.533,0.8,0.2,1.0,0.0,0.833,0.167,6,9,0.667,1,837,837,837,492,372,1139,365,252,804,457,626,559,472,358,794,1,266,497,819,332,577,190,1,32:27
2024-25,1626157,Karl-Anthony Towns,Karl-Anthony,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,38.2,0.789,0.211,0.727,0.0,0.0,0.0,0.273,0.0,0.727,0.75,0.25,0.0,0.0,0.75,0.25,8,19,0.421,1,837,837,837,226,361,1159,325,400,917,605,304,720,257,378,756,821,266,567,722,179,117,856,1,38:15
2024-25,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,8.6,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,1,1,1,1,1339,1,1280,646,400,917,605,72,720,497,939,1,821,266,1220,1,1088,1256,495,1,8:34
2024-25,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,13.8,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,4,0.25,1,1,1,1,1169,837,552,1170,400,1,605,822,1,1125,939,834,821,1,1220,1,1088,1024,1194,1,13:46
2024-25,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,37.0,0.611,0.389,0.667,0.167,0.25,0.25,0.083,0.167,0.5,0.25,0.75,1.0,0.0,0.4,0.6,10,18,0.556,1,837,837,837,279,692,827,365,208,741,226,735,468,497,838,294,1,266,1006,313,84,144,411,1,37:00
2024-25,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,29.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.75,0.25,0.0,0.0,0.75,0.25,4,5,0.8,1,837,837,837,601,1,1280,1,400,917,605,822,75,1,378,756,821,266,567,722,565,931,110,1,29:37
2024-25,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,36.1,0.722,0.278,0.452,0.065,0.29,0.161,0.258,0.161,0.387,0.714,0.286,1.0,0.0,0.8,0.2,10,18,0.556,1,1,1,1,317,484,1035,742,381,699,411,327,499,740,415,749,1,266,525,781,84,144,411,1,36:08
2024-25,1630574,Ariel Hukporti,Ariel,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,837,837,837,1609,1357,1280,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1523,1342,1,1:52
2024-25,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,21.1,0.5,0.5,0.364,0.0,0.545,0.0,0.091,0.182,0.364,1.0,0.0,1.0,0.0,1.0,0.0,4,6,0.667,1,1,1,1,900,837,552,915,400,386,605,717,438,768,1,834,1,266,1,885,565,855,190,1,21:03
2024-25,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,36.5,0.706,0.294,0.667,0.095,0.286,0.19,0.047,0.238,0.571,0.286,0.714,0.0,1.0,0.222,0.778,9,17,0.529,1,1,1,1,303,511,1008,365,319,700,338,799,331,407,825,335,821,1,1156,181,125,175,474,1,36:31
2024-25,1642277,Johnny Furphy,Johnny,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1644,1357,1280,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1523,1342,1,0:47
2024-25,201949,James Johnson,James,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1644,1357,1280,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1523,1342,1,0:47
2024-25,1642359,Pacôme Dadiet,Pacôme,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,837,837,837,1609,1357,1280,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1523,1342,1,1:52
2024-25,1628973,Jalen Brunson,Jalen,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,34.4,0.611,0.389,0.632,0.211,0.316,0.0,0.052,0.0,0.421,0.167,0.833,0.0,1.0,0.125,0.875,8,18,0.444,1,837,837,837,392,692,827,470,151,670,605,788,720,636,907,256,821,1,1206,133,179,144,777,1,34:24
2024-25,1628404,Josh Hart,Josh,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,21.9,0.667,0.333,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,6,0.167,1,837,837,837,868,558,902,646,400,917,60,72,720,497,939,1,821,266,1220,1,1088,855,1296,1,21:56
2024-25,1629013,Landry Shamet,Landry,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,15.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,7,0.571,1,837,837,837,1083,1357,1,1170,400,1,605,822,299,1125,939,834,1,266,1,885,565,767,370,1,15:56
2024-25,1630540,Miles McBride,Miles,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,11.2,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,837,837,837,1263,837,552,1170,400,917,605,1,720,1125,939,834,821,266,1220,885,1342,1256,1342,1,11:13
2024-25,1626153,Delon Wright,Delon,1610612752,NYK,New York Knicks,0042400306,2025-05-31T00:00:00,NYK @ IND,L,11.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,837,837,837,1253,1357,1,1170,400,917,605,1,720,1125,939,834,821,266,1220,885,1342,1256,1342,1,11:44
2024-25,1628418,Thomas Bryant,Thomas,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,13.0,0.2,0.8,0.0,0.0,0.818,0.182,0.182,0.273,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,5,0.6,1,1,1,1,1200,1294,212,1170,400,151,346,490,277,1125,939,834,1,266,1,885,700,931,306,1,13:02
2024-25,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,0042400306,2025-05-31T00:00:00,IND vs. NYK,W,25.0,0.636,0.364,0.556,0.0,0.333,0.222,0.111,0.278,0.556,0.6,0.4,1.0,0.0,0.714,0.286,7,11,0.636,1,1,1,1,776,637,870,589,400,630,268,675,275,448,500,652,1,266,622,705,251,445,262,1,25:00
2024-25,1628969,Mikal Bridges,Mikal,1610612752,NYK,New York Knicks,0042400305,2025-05-29T00:00:00,NYK vs. IND,W,33.8,0.75,0.25,1.0,0.167,0.0,0.0,0.0,0.167,0.833,0.5,0.5,0.0,0.0,0.5,0.5,6,12,0.5,1,1,1,1,422,411,1064,1,208,917,605,822,468,198,540,458,821,266,830,363,332,408,495,1,33:46
2024-25,1626153,Delon Wright,Delon,1610612752,NYK,New York Knicks,0042400305,2025-05-29T00:00:00,NYK vs. IND,W,10.2,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1,1,1,1,1297,1238,239,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1024,1342,1,10:13
2024-25,1628973,Jalen Brunson,Jalen,1610612752,NYK,New York Knicks,0042400305,2025-05-29T00:00:00,NYK vs. IND,W,33.7,0.611,0.389,0.5,0.188,0.375,0.219,0.125,0.125,0.313,0.25,0.75,0.25,0.75,0.25,0.75,12,18,0.667,1,1,1,1,425,692,827,646,187,574,282,638,581,849,838,294,813,99,1128,189,32,144,190,1,33:41
2024-25,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,21.9,0.333,0.667,0.0,0.0,0.75,0.0,0.25,0.375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,3,0.667,1,837,837,837,869,1132,323,1170,400,168,605,329,165,1125,939,834,1,266,1,885,884,1154,190,1,21:54
2024-25,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,24.2,0.333,0.667,0.4,0.0,0.6,0.0,0.0,0.4,0.4,0.0,1.0,1.0,0.0,0.5,0.5,2,3,0.667,1,837,837,837,808,1132,323,791,400,276,605,822,130,649,939,1,1,266,830,363,884,1154,190,1,24:11
2024-25,1628396,Tony Bradley,Tony,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,5.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,837,837,837,1442,1,1280,1170,400,917,605,1,1,1125,939,834,821,266,1220,885,1342,1380,1342,1,5:22
2024-25,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,17.6,0.6,0.4,0.571,0.286,0.429,0.0,0.0,0.0,0.286,0.5,0.5,1.0,0.0,0.667,0.333,3,5,0.6,1,837,837,837,1030,699,777,533,75,479,605,822,720,872,540,458,1,266,639,613,700,931,306,1,17:34
2024-25,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,24.7,0.6,0.4,0.348,0.087,0.261,0.391,0.391,0.304,0.261,0.5,0.5,1.0,0.0,0.667,0.333,6,10,0.6,1,837,837,837,789,699,777,943,335,733,119,157,245,922,540,458,1,266,639,613,332,514,306,1,24:42
2024-25,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0042400305,2025-05-29T00:00:00,NYK vs. IND,W,33.9,0.5,0.5,0.364,0.0,0.273,0.182,0.363,0.182,0.364,0.0,1.0,1.0,0.0,0.333,0.667,3,14,0.214,1,1,1,1,418,837,552,915,400,709,346,171,438,768,939,1,1,266,1045,234,700,284,1267,1,33:53
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,15.9,0.375,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,8,0.125,1,837,837,837,1085,1102,404,1170,400,1,605,822,720,1125,939,834,1,266,1,885,1088,673,1326,1,15:52
2024-25,1628404,Josh Hart,Josh,1610612752,NYK,New York Knicks,0042400305,2025-05-29T00:00:00,NYK vs. IND,W,34.1,0.75,0.25,0.667,0.0,0.0,0.333,0.333,0.25,0.667,0.5,0.5,0.0,0.0,0.5,0.5,4,8,0.5,1,1,1,1,403,411,1064,365,400,917,143,193,299,281,540,458,821,266,830,363,565,673,495,1,34:07
2024-25,1628418,Thomas Bryant,Thomas,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,5.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,837,837,837,1459,837,552,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1256,1342,1,4:57
2024-25,1630540,Miles McBride,Miles,1610612752,NYK,New York Knicks,0042400305,2025-05-29T00:00:00,NYK vs. IND,W,18.2,0.75,0.25,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,2,4,0.5,1,1,1,1,1003,411,1064,791,33,276,605,822,720,1125,939,1,1,266,830,363,884,1024,495,1,18:14
2024-25,1629013,Landry Shamet,Landry,1610612752,NYK,New York Knicks,0042400305,2025-05-29T00:00:00,NYK vs. IND,W,14.2,0.333,0.667,0.4,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,3,0.667,1,1,1,1,1146,1132,323,791,33,276,605,822,720,1125,1,834,1,266,1,885,884,1154,190,1,14:14
2024-25,1642277,Johnny Furphy,Johnny,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,837,837,837,1622,1357,1280,1170,400,917,605,822,720,1125,939,834,821,266,1220,885,1342,1523,1342,1,1:28
2024-25,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,34.4,0.769,0.231,0.533,0.0,0.2,0.333,0.267,0.0,0.533,0.75,0.25,1.0,0.0,0.8,0.2,5,13,0.385,1,837,837,837,394,389,1125,613,400,804,143,316,720,472,378,756,1,266,525,781,444,337,948,1,34:23
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,27.2,0.875,0.125,1.0,0.333,0.0,0.0,0.0,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,3,8,0.375,1,837,837,837,690,270,1245,1,56,917,605,822,720,281,939,1,821,266,1220,1,700,673,963,1,27:13
2024-25,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,0042400305,2025-05-29T00:00:00,IND @ NYK,L,17.7,0.6,0.4,0.727,0.0,0.0,0.0,0.273,0.182,0.727,1.0,0.0,0.0,0.0,1.0,0.0,4,10,0.4,1,837,837,837,1028,699,777,325,400,917,605,304,438,257,1,834,821,266,1,885,565,514,878,1,17:39
