CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,18,18,1.0,5.5,11.56,0.476,0.509,-0.033
202710,Jimmy Butler III,1610612744,GSW,F,35.0,11,11,1.0,6.36,11.45,0.556,0.473,0.082
2544,LeBron James,1610612747,LAL,F,40.0,5,5,1.0,5.0,11.4,0.439,0.464,-0.025
1630224,Jalen Green,1610612745,HOU,G,23.0,7,7,1.0,4.0,11.29,0.354,0.443,-0.088
202695,Kawhi Leonard,1610612746,LAC,F,33.0,7,7,1.0,4.43,11.14,0.397,0.512,-0.114
1629675,Naz Reid,1610612750,MIN,C-F,25.0,15,15,1.0,5.4,11.07,0.488,0.474,0.014
1629652,Luguentz Dort,1610612760,OKC,G,26.0,18,18,1.0,4.56,11.0,0.414,0.478,-0.064
1630532,Franz Wagner,1610612753,ORL,F,23.0,5,5,1.0,6.6,11.0,0.6,0.456,0.144
1627741,Buddy Hield,1610612744,GSW,G,32.0,12,12,1.0,5.75,10.83,0.531,0.459,0.071
203952,Andrew Wiggins,1610612748,MIA,F,30.0,4,4,1.0,6.0,10.75,0.558,0.486,0.072
204001,Kristaps Porziņģis,1610612738,BOS,F-C,29.0,11,11,1.0,5.27,10.73,0.492,0.476,0.016
1630174,Aaron Nesmith,1610612754,IND,G-F,25.0,18,18,1.0,4.89,10.72,0.456,0.488,-0.032
1641709,Ausar Thompson,1610612765,DET,G-F,22.0,6,6,1.0,5.0,10.33,0.484,0.489,-0.005
1628369,Jayson Tatum,1610612738,BOS,F-G,27.0,8,8,1.0,5.25,10.25,0.512,0.469,0.043
201572,Brook Lopez,1610612749,MIL,C,37.0,5,5,1.0,5.8,10.2,0.569,0.487,0.081
1627936,Alex Caruso,1610612760,OKC,G,31.0,18,18,1.0,4.56,10.17,0.448,0.482,-0.034
1641708,Amen Thompson,1610612745,HOU,G-F,22.0,7,7,1.0,4.57,10.14,0.451,0.453,-0.002
1627739,Kris Dunn,1610612746,LAC,G,31.0,7,7,1.0,5.71,10.14,0.563,0.503,0.061
1629312,Haywood Highsmith,1610612748,MIA,F,28.0,4,4,1.0,5.0,10.0,0.5,0.476,0.024
1631260,AJ Green,1610612749,MIL,G,25.0,5,5,1.0,5.4,10.0,0.54,0.493,0.047
201587,Nicolas Batum,1610612746,LAC,G-F,36.0,7,7,1.0,5.14,10.0,0.514,0.501,0.014
1628436,Luke Kornet,1610612738,BOS,C-F,29.0,11,11,1.0,3.73,9.91,0.376,0.476,-0.1
1630162,Anthony Edwards,1610612750,MIN,G,23.0,15,15,1.0,4.0,9.87,0.405,0.471,-0.065
1641717,Cason Wallace,1610612760,OKC,G,21.0,18,18,1.0,4.06,9.83,0.412,0.477,-0.065
1629008,Michael Porter Jr.,1610612743,DEN,F,26.0,14,14,1.0,4.93,9.79,0.504,0.5,0.004
1641764,Brandin Podziemski,1610612744,GSW,G,22.0,12,12,1.0,4.42,9.67,0.457,0.46,-0.003
203081,Damian Lillard,1610612749,MIL,G,34.0,3,3,1.0,5.33,9.67,0.552,0.492,0.06
1629630,Ja Morant,1610612763,MEM,G,25.0,3,3,1.0,4.0,9.33,0.429,0.472,-0.043
203500,Steven Adams,1610612745,HOU,C,31.0,7,7,1.0,3.57,9.29,0.385,0.461,-0.077
203501,Tim Hardaway Jr.,1610612765,DET,G-F,33.0,6,6,1.0,5.0,9.17,0.545,0.482,0.063
1629660,Ty Jerome,1610612739,CLE,G-F,27.0,9,9,1.0,3.56,9.11,0.39,0.478,-0.088
1629631,De'Andre Hunter,1610612739,CLE,F-G,27.0,8,8,1.0,3.75,8.88,0.423,0.475,-0.053
1629018,Gary Trent Jr.,1610612749,MIL,G,26.0,5,5,1.0,4.8,8.8,0.545,0.488,0.058
203484,Kentavious Caldwell-Pope,1610612753,ORL,G,32.0,5,5,1.0,3.6,8.8,0.409,0.458,-0.049
201939,Stephen Curry,1610612744,GSW,G,37.0,8,8,1.0,3.63,8.75,0.414,0.45,-0.036
1631106,Tari Eason,1610612745,HOU,F,24.0,7,7,1.0,3.57,8.71,0.41,0.454,-0.044
1628378,Donovan Mitchell,1610612739,CLE,G,28.0,9,9,1.0,4.67,8.67,0.538,0.482,0.057
1629638,Nickeil Alexander-Walker,1610612750,MIN,G,26.0,15,15,1.0,4.0,8.53,0.469,0.468,0.001
1629636,Darius Garland,1610612739,CLE,G,25.0,5,5,1.0,5.8,8.4,0.69,0.484,0.206
1631114,Jalen Williams,1610612760,OKC,G-F,24.0,18,18,1.0,4.11,8.39,0.49,0.491,-0.001
1631107,Nikola Jović,1610612748,MIA,F,22.0,4,4,1.0,3.75,8.25,0.455,0.477,-0.023
1630202,Payton Pritchard,1610612738,BOS,G,27.0,11,11,1.0,3.18,8.09,0.393,0.457,-0.064
202709,Cory Joseph,1610612753,ORL,G,33.0,5,5,1.0,3.6,8.0,0.45,0.455,-0.005
1628379,Luke Kennard,1610612763,MEM,G,28.0,4,4,1.0,3.75,8.0,0.469,0.47,-0.001
201144,Mike Conley,1610612750,MIN,G,37.0,15,15,1.0,3.33,8.0,0.417,0.463,-0.047
1629011,Mitchell Robinson,1610612752,NYK,C-F,27.0,18,18,1.0,3.22,7.89,0.408,0.484,-0.076
1631095,Jabari Smith Jr.,1610612745,HOU,F,22.0,7,7,1.0,3.29,7.86,0.418,0.45,-0.032
1627736,Malik Beasley,1610612765,DET,G,28.0,6,6,1.0,4.5,7.83,0.574,0.478,0.096
1629723,John Konchar,1610612763,MEM,G,29.0,4,4,1.0,4.25,7.75,0.548,0.483,0.066
1629731,Dean Wade,1610612739,CLE,F-C,28.0,8,8,1.0,4.5,7.75,0.581,0.486,0.095
1642276,Kel'el Ware,1610612748,MIA,C,21.0,4,4,1.0,5.0,7.75,0.645,0.565,0.08
1630228,Jonathan Kuminga,1610612744,GSW,F,22.0,8,8,1.0,3.13,7.5,0.417,0.465,-0.048
1642366,Quinten Post,1610612744,GSW,C,25.0,11,11,1.0,3.64,7.36,0.494,0.477,0.016
1627884,Derrick Jones Jr.,1610612746,LAC,F,28.0,7,7,1.0,2.86,7.14,0.4,0.477,-0.077
1628978,Donte DiVincenzo,1610612750,MIN,G,28.0,15,15,1.0,3.8,7.07,0.538,0.465,0.073
1630241,Sam Merrill,1610612739,CLE,G,29.0,8,8,1.0,3.25,7.0,0.464,0.473,-0.008
1628963,Marvin Bagley III,1610612763,MEM,F,26.0,2,2,1.0,4.0,7.0,0.571,0.478,0.094
1626181,Norman Powell,1610612746,LAC,G,32.0,7,7,1.0,3.86,6.86,0.563,0.511,0.051
1631097,Bennedict Mathurin,1610612754,IND,G-F,22.0,15,15,1.0,3.27,6.33,0.516,0.473,0.043
1630541,Moses Moody,1610612744,GSW,G,23.0,12,12,1.0,2.92,6.17,0.473,0.457,0.016
1631212,Peyton Watson,1610612743,DEN,G,22.0,14,14,1.0,2.71,6.14,0.442,0.476,-0.034
201566,Russell Westbrook,1610612743,DEN,G,36.0,13,13,1.0,1.85,6.08,0.304,0.485,-0.181
1630540,Miles McBride,1610612752,NYK,G,24.0,18,18,1.0,2.94,6.06,0.486,0.464,0.022
1631246,Vince Williams Jr.,1610612763,MEM,G,24.0,3,3,1.0,2.0,6.0,0.333,0.481,-0.148
1630598,Aaron Wiggins,1610612760,OKC,G,26.0,16,16,1.0,2.19,6.0,0.365,0.481,-0.116
1631119,Jaylin Williams,1610612760,OKC,F,22.0,14,14,1.0,2.5,6.0,0.417,0.497,-0.081
1630643,Jay Huff,1610612763,MEM,C,27.0,2,2,1.0,2.0,6.0,0.333,0.477,-0.144
1626172,Kevon Looney,1610612744,GSW,F,29.0,11,11,1.0,2.91,6.0,0.485,0.47,0.015
202692,Alec Burks,1610612748,MIA,G,33.0,1,1,1.0,3.0,6.0,0.5,0.514,-0.014
1630167,Obi Toppin,1610612754,IND,F,27.0,18,18,1.0,2.61,5.89,0.443,0.49,-0.047
1628398,Kyle Kuzma,1610612749,MIL,F,29.0,5,5,1.0,3.0,5.8,0.517,0.484,0.033
1629216,Gabe Vincent,1610612747,LAL,G,28.0,5,5,1.0,2.2,5.8,0.379,0.453,-0.074
1641710,Anthony Black,1610612753,ORL,G,21.0,5,5,1.0,3.6,5.6,0.643,0.455,0.188
203992,Bogdan Bogdanović,1610612746,LAC,G,32.0,7,7,1.0,2.14,5.57,0.385,0.487,-0.102
1631218,Trayce Jackson-Davis,1610612744,GSW,F,25.0,7,7,1.0,2.71,5.57,0.487,0.478,0.009
1627752,Taurean Prince,1610612749,MIL,F,31.0,5,5,1.0,3.2,5.4,0.593,0.489,0.104
1630579,Jericho Sims,1610612749,MIL,C,26.0,5,5,1.0,2.4,5.4,0.444,0.498,-0.053
1629020,Jarred Vanderbilt,1610612747,LAL,F,26.0,5,5,1.0,3.4,5.4,0.63,0.464,0.166
1641796,Pelle Larsson,1610612748,MIA,G,24.0,3,3,1.0,2.67,5.33,0.5,0.482,0.018
1628418,Thomas Bryant,1610612754,IND,C-F,27.0,15,15,1.0,2.13,5.13,0.416,0.492,-0.076
1641767,Ben Sheppard,1610612754,IND,G,23.0,16,16,1.0,2.56,4.81,0.532,0.476,0.056
204456,T.J. McConnell,1610612754,IND,G,33.0,18,18,1.0,2.11,4.78,0.442,0.45,-0.008
202684,Tristan Thompson,1610612739,CLE,C-F,34.0,2,2,1.0,1.5,4.5,0.333,0.466,-0.133
1630573,Sam Hauser,1610612738,BOS,F,27.0,8,8,1.0,2.13,4.5,0.472,0.443,0.029
1627780,Gary Payton II,1610612744,GSW,G,32.0,11,11,1.0,1.64,4.45,0.367,0.445,-0.077
1630175,Cole Anthony,1610612753,ORL,G,25.0,5,5,1.0,2.6,4.4,0.591,0.452,0.139
1630194,Paul Reed,1610612765,DET,F,25.0,5,5,1.0,1.8,4.4,0.409,0.509,-0.1
203914,Gary Harris,1610612753,ORL,G,30.0,5,5,1.0,2.0,4.4,0.455,0.452,0.003
1630692,Jordan Goodwin,1610612747,LAL,G,26.0,3,3,1.0,1.67,4.33,0.385,0.473,-0.088
1630611,Gui Santos,1610612744,GSW,F,22.0,7,7,1.0,1.86,4.29,0.433,0.464,-0.031
1629130,Duncan Robinson,1610612748,MIA,F,31.0,4,4,1.0,2.0,4.25,0.471,0.468,0.003
1630311,Pat Spencer,1610612744,GSW,G,28.0,6,6,1.0,2.17,4.17,0.52,0.466,0.054
1630214,Xavier Tillman,1610612738,BOS,F,26.0,1,1,1.0,2.0,4.0,0.5,0.489,0.011
1631157,Ryan Rollins,1610612749,MIL,G,22.0,2,2,1.0,2.0,4.0,0.5,0.489,0.011
1641738,Kobe Brown,1610612746,LAC,F,25.0,1,1,1.0,2.0,4.0,0.5,0.509,-0.009
1641816,Hunter Tyson,1610612743,DEN,F,24.0,4,4,1.0,1.75,4.0,0.438,0.446,-0.008
1629111,Jock Landale,1610612745,HOU,C,29.0,1,1,1.0,3.0,4.0,0.75,0.465,0.285
1630198,Isaiah Joe,1610612760,OKC,G,25.0,17,17,1.0,2.06,3.82,0.538,0.478,0.061
1627732,Ben Simmons,1610612746,LAC,G-F,28.0,5,5,1.0,1.6,3.8,0.421,0.526,-0.105
1628988,Aaron Holiday,1610612745,HOU,G,28.0,3,3,1.0,2.67,3.67,0.727,0.459,0.268
1641716,Jarace Walker,1610612754,IND,F,21.0,9,9,1.0,2.22,3.67,0.606,0.502,0.104
201949,James Johnson,1610612754,IND,F,38.0,3,3,1.0,1.33,3.67,0.364,0.483,-0.12
1629026,Kenrich Williams,1610612760,OKC,G-F,30.0,8,8,1.0,1.5,3.63,0.414,0.459,-0.045
1630171,Isaac Okoro,1610612739,CLE,F-G,24.0,9,9,1.0,1.67,3.56,0.469,0.473,-0.005
1642263,Reed Sheppard,1610612745,HOU,G,20.0,2,2,1.0,2.0,3.5,0.571,0.469,0.102
1629234,Drew Eubanks,1610612746,LAC,F-C,28.0,2,2,1.0,1.0,3.5,0.286,0.471,-0.186
1631216,Caleb Houstan,1610612753,ORL,G,22.0,5,5,1.0,1.0,3.4,0.294,0.463,-0.169
1631124,Julian Strawther,1610612743,DEN,G,23.0,8,8,1.0,1.5,3.38,0.444,0.475,-0.031
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,24.0,3,3,1.0,3.0,3.33,0.9,0.458,0.442
1641842,Ronald Holland II,1610612765,DET,F,19.0,4,4,1.0,0.75,3.25,0.231,0.478,-0.248
1628371,Jonathan Isaac,1610612753,ORL,F,27.0,4,4,1.0,0.75,3.25,0.231,0.475,-0.244
1641854,Craig Porter Jr.,1610612739,CLE,G,25.0,6,6,1.0,0.83,3.17,0.263,0.474,-0.211
201599,DeAndre Jordan,1610612743,DEN,C,36.0,7,7,1.0,2.29,3.14,0.727,0.518,0.21
1641724,Jett Howard,1610612753,ORL,G,21.0,1,1,1.0,2.0,3.0,0.667,0.362,0.305
1630568,Luka Garza,1610612750,MIN,C,26.0,3,3,1.0,2.0,3.0,0.667,0.468,0.199
1629048,Goga Bitadze,1610612753,ORL,C-F,25.0,2,2,1.0,1.5,3.0,0.5,0.453,0.047
1629637,Jaxson Hayes,1610612747,LAL,C-F,25.0,4,4,1.0,2.0,3.0,0.667,0.46,0.207
1631172,Ousmane Dieng,1610612760,OKC,F,22.0,4,4,1.0,1.75,3.0,0.583,0.473,0.111
1642265,Rob Dillingham,1610612750,MIN,G,20.0,2,2,1.0,1.0,3.0,0.333,0.449,-0.116
1641794,Dillon Jones,1610612760,OKC,F,23.0,7,7,1.0,1.29,3.0,0.429,0.449,-0.02
1626192,Pat Connaughton,1610612749,MIL,G,32.0,2,2,1.0,3.0,3.0,1.0,0.483,0.517
1626166,Cameron Payne,1610612752,NYK,G,30.0,12,12,1.0,1.33,3.0,0.444,0.482,-0.038
1631169,Josh Minott,1610612750,MIN,F,22.0,3,3,1.0,2.0,3.0,0.667,0.446,0.221
1629643,Chuma Okeke,1610612739,CLE,F,26.0,1,1,1.0,2.0,3.0,0.667,0.535,0.132
200782,P.J. Tucker,1610612752,NYK,F,40.0,1,1,1.0,0.0,3.0,0.0,0.323,-0.323
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,24.0,7,7,1.0,1.57,2.86,0.55,0.443,0.107
1630173,Precious Achiuwa,1610612752,NYK,F,25.0,7,7,1.0,1.14,2.86,0.4,0.499,-0.099
1642349,Ajay Mitchell,1610612760,OKC,G,22.0,8,8,1.0,1.25,2.75,0.455,0.459,-0.005
1642281,Jaylon Tyson,1610612739,CLE,G-F,22.0,4,4,1.0,1.25,2.75,0.455,0.449,0.005
1629618,Jalen Pickett,1610612743,DEN,G,25.0,7,7,1.0,1.0,2.71,0.368,0.459,-0.09
1628396,Tony Bradley,1610612754,IND,C-F,27.0,6,6,1.0,1.33,2.67,0.5,0.517,-0.017
1626153,Delon Wright,1610612752,NYK,G,33.0,5,5,1.0,1.2,2.6,0.462,0.514,-0.052
1631159,Leonard Miller,1610612750,MIN,F,21.0,3,3,1.0,1.0,2.33,0.429,0.393,0.035
1630192,Zeke Nnaji,1610612743,DEN,F-C,24.0,6,6,1.0,1.33,2.33,0.571,0.47,0.101
1642277,Johnny Furphy,1610612754,IND,G,20.0,5,5,1.0,0.6,2.2,0.273,0.467,-0.194
1629013,Landry Shamet,1610612752,NYK,G,28.0,10,10,1.0,0.7,2.2,0.318,0.445,-0.127
203937,Kyle Anderson,1610612748,MIA,F-G,31.0,2,2,1.0,1.0,2.0,0.5,0.514,-0.014
1641775,Jordan Walsh,1610612738,BOS,G,21.0,3,3,1.0,1.0,2.0,0.5,0.45,0.05
1628995,Kevin Knox II,1610612744,GSW,F,25.0,5,5,1.0,0.2,2.0,0.1,0.454,-0.354
1642261,Dalton Knecht,1610612747,LAL,F,24.0,1,1,1.0,1.0,2.0,0.5,0.468,0.033
1630296,Braxton Key,1610612744,GSW,F,28.0,3,3,1.0,0.67,2.0,0.333,0.443,-0.11
1629750,Javonte Green,1610612739,CLE,G,31.0,5,5,1.0,0.8,2.0,0.4,0.453,-0.053
1642353,Cam Christie,1610612746,LAC,G,19.0,1,1,1.0,1.0,2.0,0.5,0.476,0.024
1630205,Lamar Stevens,1610612763,MEM,F,27.0,1,1,1.0,1.0,2.0,0.5,0.487,0.014
1629674,Neemias Queta,1610612738,BOS,C,25.0,3,3,1.0,1.33,2.0,0.667,0.38,0.287
1628470,Torrey Craig,1610612738,BOS,F,34.0,4,4,1.0,1.25,1.75,0.714,0.489,0.225
1641757,Jordan Miller,1610612746,LAC,G,25.0,3,3,1.0,0.67,1.67,0.4,0.455,-0.055
1631248,Baylor Scheierman,1610612738,BOS,G,24.0,2,2,1.0,0.5,1.5,0.333,0.485,-0.152
1641740,Jaylen Clark,1610612750,MIN,G,23.0,4,4,1.0,0.5,1.5,0.333,0.451,-0.118
1641783,Tristan da Silva,1610612753,ORL,F,24.0,1,1,1.0,1.0,1.0,1.0,0.656,0.344
1641715,Cam Whitmore,1610612745,HOU,F,20.0,2,2,1.0,1.0,1.0,1.0,0.438,0.562
1629003,Shake Milton,1610612747,LAL,G,28.0,1,1,1.0,0.0,1.0,0.0,0.469,-0.469
1641753,Chris Livingston,1610612749,MIL,F,21.0,1,1,1.0,1.0,1.0,1.0,0.464,0.536
1641748,Andre Jackson Jr.,1610612749,MIL,G,23.0,1,1,1.0,0.0,1.0,0.0,0.461,-0.461
1631466,Nate Williams,1610612745,HOU,G,26.0,2,2,1.0,0.0,1.0,0.0,0.444,-0.444
1628427,Vlatko Čančar,1610612743,DEN,F,28.0,2,2,1.0,1.0,1.0,1.0,0.508,0.493
1642278,Tyler Kolek,1610612752,NYK,G,24.0,1,1,1.0,0.0,1.0,0.0,0.35,-0.35
201988,Patty Mills,1610612746,LAC,G,36.0,1,1,1.0,0.0,1.0,0.0,0.468,-0.468
1631120,JD Davison,1610612738,BOS,G,22.0,1,1,1.0,0.0,1.0,0.0,0.4,-0.4
1630574,Ariel Hukporti,1610612752,NYK,C,23.0,2,2,1.0,1.0,1.0,1.0,0.49,0.51
203458,Alex Len,1610612747,LAL,C,31.0,1,1,1.0,0.0,1.0,0.0,0.482,-0.482
201145,Jeff Green,1610612745,HOU,F,38.0,1,1,1.0,0.0,1.0,0.0,0.424,-0.424
1642359,Pacôme Dadiet,1610612752,NYK,F,19.0,1,1,1.0,0.0,1.0,0.0,0.426,-0.426
1628467,Maxi Kleber,1610612747,LAL,F,33.0,1,1,1.0,0.0,1.0,0.0,0.484,-0.484
1642352,Keshad Johnson,1610612748,MIA,F,23.0,1,1,1.0,0.0,1.0,0.0,0.477,-0.477
